player_id,firstname,lastname,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
285,Tyus,Jones,781.0,104.0,267.0,23.0,207.0,230.0,389.0,46.0,85.0,64.0,5.0,681.0,302.0,86.0,73.0,0.4434654919236417,0.8488372093023255,0.3895131086142322
286,DeAndre,Jordan,256.0,0.0,0.0,89.0,218.0,307.0,26.0,85.0,15.0,42.0,43.0,168.0,113.0,53.0,30.0,0.6726190476190477,0.5660377358490566,
303,Jeremy,Lamb,446.0,57.0,181.0,27.0,140.0,167.0,86.0,64.0,31.0,38.0,24.0,372.0,145.0,116.0,99.0,0.3897849462365591,0.853448275862069,0.3149171270718232
308,Zach,LaVine,1814.0,207.0,524.0,23.0,323.0,346.0,343.0,132.0,49.0,196.0,26.0,1316.0,628.0,409.0,351.0,0.47720364741641336,0.8581907090464548,0.3950381679389313
317,Caris,LeVert,1014.0,87.0,267.0,43.0,180.0,223.0,260.0,138.0,55.0,111.0,23.0,879.0,388.0,198.0,151.0,0.44141069397042093,0.7626262626262627,0.3258426966292135
322,Kevon,Looney,633.0,0.0,1.0,278.0,513.0,791.0,223.0,277.0,65.0,90.0,65.0,466.0,273.0,147.0,87.0,0.5858369098712446,0.5918367346938775,0.0
323,Brook,Lopez,329.0,29.0,94.0,50.0,92.0,142.0,15.0,75.0,16.0,27.0,44.0,270.0,128.0,50.0,44.0,0.4740740740740741,0.88,0.30851063829787234
325,Robin,Lopez,258.0,2.0,7.0,70.0,63.0,133.0,58.0,68.0,2.0,47.0,22.0,209.0,112.0,54.0,32.0,0.5358851674641149,0.5925925925925926,0.2857142857142857
327,Kyle,Lowry,948.0,162.0,452.0,39.0,293.0,332.0,545.0,216.0,88.0,197.0,25.0,739.0,309.0,200.0,168.0,0.4181326116373478,0.84,0.3584070796460177
341,Wesley,Matthews,323.0,71.0,202.0,39.0,90.0,129.0,50.0,114.0,32.0,24.0,11.0,284.0,112.0,37.0,28.0,0.39436619718309857,0.7567567567567568,0.35148514851485146
347,CJ,McCollum,1602.0,211.0,554.0,65.0,256.0,321.0,364.0,145.0,77.0,153.0,29.0,1382.0,625.0,205.0,141.0,0.45224312590448623,0.6878048780487804,0.38086642599277976
348,T.J.,McConnell,248.0,13.0,41.0,28.0,78.0,106.0,151.0,58.0,39.0,36.0,11.0,231.0,107.0,25.0,21.0,0.46320346320346323,0.84,0.3170731707317073
351,Doug,McDermott,626.0,117.0,277.0,22.0,104.0,126.0,73.0,92.0,14.0,46.0,7.0,505.0,232.0,56.0,45.0,0.4594059405940594,0.8035714285714286,0.4223826714801444
354,Rodney,McGruder,280.0,59.0,148.0,33.0,83.0,116.0,49.0,59.0,22.0,26.0,7.0,234.0,101.0,26.0,19.0,0.43162393162393164,0.7307692307692307,0.39864864864864863
355,Ben,McLemore,660.0,152.0,426.0,13.0,94.0,107.0,63.0,104.0,40.0,65.0,11.0,551.0,218.0,88.0,72.0,0.3956442831215971,0.8181818181818182,0.3568075117370892
361,Khris,Middleton,1398.0,174.0,459.0,45.0,334.0,379.0,379.0,172.0,80.0,206.0,19.0,1074.0,478.0,300.0,268.0,0.4450651769087523,0.8933333333333333,0.3790849673202614
373,Marcus,Morris Sr.,869.0,106.0,290.0,29.0,219.0,248.0,119.0,120.0,28.0,71.0,18.0,722.0,314.0,156.0,135.0,0.43490304709141275,0.8653846153846154,0.36551724137931035
