player_id,firstname,lastname,points,minutes,fgm,fga,ftm,fta,tpm,tpa,tpp,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fgp,ftp
540,T.J.,Warren,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
546,Hassan,Whiteside,558.0,1271.7,225.0,354.0,108.0,177.0,0.0,0.0,0.0,180.0,365.0,545.0,26.0,196.0,25.0,55.0,115.0,0.635593220338983,0.6101694915254238
553,Lou,Williams,375.0,827.95,131.0,332.0,75.0,86.0,38.0,104.0,1991.7,17.0,74.0,91.0,107.0,50.0,31.0,45.0,4.0,0.39457831325301207,0.872093023255814
558,Justise,Winslow,287.0,832.1833333333334,116.0,276.0,39.0,66.0,16.0,71.0,645.3,52.0,163.0,215.0,93.0,71.0,35.0,54.0,26.0,0.42028985507246375,0.5909090909090909
560,Christian,Wood,1272.0,2201.1833333333334,461.0,922.0,216.0,357.0,134.0,348.0,2593.8,116.0,612.0,728.0,163.0,182.0,55.0,136.0,68.0,0.5,0.6050420168067226
564,Delon,Wright,405.0,1675.0,144.0,312.0,67.0,80.0,50.0,134.0,2463.3,67.0,192.0,259.0,217.0,61.0,99.0,54.0,22.0,0.46153846153846156,0.8375
570,Thaddeus,Young,347.0,983.9666666666667,152.0,298.0,24.0,53.0,19.0,57.0,976.7,94.0,152.0,246.0,122.0,92.0,64.0,61.0,19.0,0.5100671140939598,0.4528301886792453
594,Wayne,Selden,17.0,30.166666666666664,5.0,11.0,2.0,4.0,5.0,6.0,200.0,1.0,2.0,3.0,4.0,2.0,1.0,2.0,0.0,0.45454545454545453,0.5
599,Damion,Lee,545.0,1468.8166666666666,199.0,451.0,78.0,89.0,69.0,217.0,2021.6,36.0,210.0,246.0,75.0,107.0,42.0,46.0,6.0,0.44124168514412415,0.8764044943820225
609,Ryan,Arcidiacono,16.0,98.35,6.0,17.0,0.0,0.0,4.0,10.0,275.0,2.0,11.0,13.0,9.0,5.0,1.0,6.0,0.0,0.35294117647058826,
631,Alex,Caruso,366.0,1353.3,123.0,304.0,67.0,83.0,53.0,155.0,1546.1,35.0,138.0,173.0,204.0,128.0,82.0,62.0,20.0,0.40460526315789475,0.8072289156626506
723,David,Nwaba,256.0,662.6833333333334,92.0,190.0,55.0,75.0,17.0,53.0,1050.0,42.0,122.0,164.0,35.0,61.0,30.0,24.0,21.0,0.4842105263157895,0.7333333333333333
724,Bam,Adebayo,1389.0,2497.9833333333336,533.0,941.0,323.0,429.0,0.0,7.0,0.0,179.0,549.0,728.0,240.0,231.0,100.0,193.0,61.0,0.5664187035069076,0.752913752913753
727,Jarrett,Allen,968.0,1970.7166666666667,391.0,581.0,185.0,260.0,1.0,11.0,100.0,200.0,444.0,644.0,97.0,105.0,52.0,100.0,81.0,0.6729776247848537,0.7115384615384616
735,Lonzo,Ball,497.0,1327.5,178.0,420.0,22.0,32.0,119.0,280.0,1621.8,37.0,175.0,212.0,195.0,88.0,74.0,87.0,38.0,0.4238095238095238,0.6875
738,Jordan,Bell,12.0,34.766666666666666,5.0,5.0,1.0,2.0,1.0,1.0,100.0,4.0,3.0,7.0,3.0,4.0,3.0,8.0,2.0,1.0,0.5
741,Antonio,Blakeney,23.0,31.8,10.0,20.0,1.0,2.0,2.0,7.0,28.6,1.0,6.0,7.0,0.0,3.0,0.0,3.0,0.0,0.5,0.5
748,Tony,Bradley,177.0,566.15,79.0,133.0,19.0,29.0,0.0,0.0,0.0,68.0,124.0,192.0,29.0,64.0,10.0,34.0,33.0,0.5939849624060151,0.6551724137931034
753,Thomas,Bryant,201.0,439.08333333333337,77.0,148.0,35.0,40.0,12.0,42.0,748.3,26.0,82.0,108.0,23.0,43.0,6.0,19.0,21.0,0.5202702702702703,0.875
761,John,Collins,980.0,1885.2333333333333,379.0,725.0,152.0,196.0,70.0,193.0,2093.3,103.0,382.0,485.0,109.0,182.0,40.0,75.0,60.0,0.5227586206896552,0.7755102040816326
762,Zach,Collins,223.0,518.7833333333333,78.0,159.0,53.0,67.0,14.0,42.0,791.7,47.0,108.0,155.0,61.0,69.0,13.0,45.0,24.0,0.49056603773584906,0.7910447761194029
776,De'Aaron,Fox,1425.0,2185.133333333333,536.0,1145.0,274.0,362.0,79.0,269.0,1770.1,27.0,221.0,248.0,347.0,181.0,72.0,177.0,25.0,0.46812227074235807,0.7569060773480663
779,Markelle,Fultz,195.0,359.71666666666664,83.0,175.0,25.0,31.0,4.0,17.0,300.0,4.0,45.0,49.0,99.0,22.0,20.0,40.0,5.0,0.4742857142857143,0.8064516129032258
791,Josh,Hart,822.0,1861.0833333333333,292.0,588.0,163.0,216.0,75.0,223.0,1761.3,67.0,336.0,403.0,231.0,156.0,63.0,117.0,13.0,0.4965986394557823,0.7546296296296297
795,Isaiah,Hicks,11.0,24.25,5.0,7.0,0.0,0.0,1.0,2.0,50.0,4.0,5.0,9.0,3.0,7.0,0.0,2.0,1.0,0.7142857142857143,
801,Jonathan,Isaac,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
805,Josh,Jackson,379.0,945.25,140.0,344.0,58.0,83.0,41.0,152.0,1064.2,26.0,135.0,161.0,71.0,98.0,27.0,52.0,26.0,0.4069767441860465,0.6987951807228916
814,Luke,Kennard,888.0,2017.2333333333333,304.0,682.0,80.0,90.0,200.0,447.0,3354.1,21.0,224.0,245.0,153.0,103.0,46.0,64.0,6.0,0.44574780058651026,0.8888888888888888
819,Luke,Kornet,37.0,122.86666666666666,16.0,31.0,4.0,6.0,1.0,6.0,100.0,14.0,20.0,34.0,10.0,10.0,4.0,1.0,3.0,0.5161290322580645,0.6666666666666666
820,Kyle,Kuzma,1179.0,2308.0666666666666,440.0,978.0,160.0,226.0,139.0,402.0,2174.1,72.0,512.0,584.0,242.0,137.0,46.0,175.0,57.0,0.4498977505112474,0.7079646017699115
834,Erik,McCree,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
837,Malcolm,Miller,4.0,23.2,2.0,7.0,0.0,0.0,0.0,5.0,0.0,2.0,2.0,4.0,0.0,2.0,2.0,2.0,0.0,0.2857142857142857,
840,Donovan,Mitchell,1926.0,2560.65,687.0,1554.0,307.0,358.0,245.0,719.0,2502.4,62.0,250.0,312.0,402.0,184.0,108.0,224.0,18.0,0.4420849420849421,0.8575418994413407
844,Jaylen,Morris,4.0,30.933333333333334,1.0,11.0,2.0,4.0,0.0,4.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,1.0,0.0,0.09090909090909091,0.5
845,Monte,Morris,1040.0,2480.15,410.0,851.0,82.0,101.0,138.0,350.0,3130.6,28.0,215.0,243.0,372.0,108.0,65.0,90.0,15.0,0.481786133960047,0.8118811881188119
865,Davon,Reed,227.0,721.0166666666667,87.0,176.0,13.0,19.0,40.0,94.0,1273.1,15.0,99.0,114.0,59.0,68.0,29.0,19.0,9.0,0.4943181818181818,0.6842105263157895
893,Tyrone,Wallace,22.0,95.0,8.0,25.0,4.0,8.0,2.0,8.0,70.0,1.0,9.0,10.0,2.0,10.0,4.0,3.0,1.0,0.32,0.5
894,Derrick,Walton Jr.,19.0,108.2,6.0,26.0,4.0,4.0,3.0,13.0,53.3,2.0,8.0,10.0,21.0,8.0,7.0,11.0,4.0,0.23076923076923078,1.0
897,Derrick,White,1242.0,2913.6666666666665,420.0,1032.0,255.0,299.0,147.0,479.0,2906.7,48.0,305.0,353.0,445.0,230.0,88.0,154.0,75.0,0.4069767441860465,0.8528428093645485
926,Grayson,Allen,878.0,2199.383333333333,308.0,685.0,73.0,87.0,189.0,461.0,3182.3,37.0,236.0,273.0,118.0,121.0,54.0,53.0,24.0,0.44963503649635034,0.8390804597701149
931,Marvin,Bagley III,564.0,1186.9666666666667,235.0,461.0,70.0,109.0,24.0,103.0,1051.6,107.0,240.0,347.0,36.0,97.0,22.0,41.0,18.0,0.5097613882863341,0.6422018348623854
932,Mo,Bamba,802.0,1906.3666666666666,314.0,651.0,62.0,81.0,112.0,293.0,2737.9,156.0,444.0,600.0,87.0,191.0,38.0,81.0,135.0,0.4823348694316436,0.7654320987654321
934,Keita,Bates-Diop,347.0,1010.4166666666666,141.0,278.0,46.0,63.0,19.0,61.0,883.3,64.0,182.0,246.0,43.0,64.0,29.0,46.0,15.0,0.5071942446043165,0.7301587301587301
940,Mikal,Bridges,1367.0,3435.3333333333335,537.0,1030.0,161.0,189.0,132.0,355.0,3332.5,87.0,334.0,421.0,229.0,186.0,112.0,82.0,52.0,0.5213592233009708,0.8518518518518519
944,Bruce,Brown,745.0,2022.3166666666666,294.0,579.0,109.0,142.0,48.0,119.0,2040.2,109.0,273.0,382.0,170.0,206.0,89.0,72.0,56.0,0.5077720207253886,0.7676056338028169
945,Troy,Brown Jr.,315.0,1145.7833333333333,121.0,299.0,20.0,26.0,53.0,159.0,2130.1,42.0,177.0,219.0,76.0,66.0,39.0,33.0,5.0,0.40468227424749165,0.7692307692307693
946,Jalen,Brunson,1713.0,3214.766666666667,668.0,1349.0,255.0,308.0,122.0,334.0,3161.4,61.0,345.0,406.0,457.0,191.0,82.0,145.0,5.0,0.4951816160118606,0.827922077922078
949,Jevon,Carter,343.0,1122.8,123.0,308.0,17.0,20.0,80.0,196.0,2360.0,18.0,114.0,132.0,111.0,89.0,35.0,47.0,15.0,0.39935064935064934,0.85
950,Wendell,Carter Jr.,981.0,1953.7666666666667,377.0,712.0,153.0,220.0,74.0,223.0,2245.7,148.0,535.0,683.0,179.0,177.0,39.0,131.0,47.0,0.5294943820224719,0.6954545454545454
953,Gary,Clark,101.0,378.05,33.0,88.0,7.0,10.0,28.0,70.0,1023.4,23.0,67.0,90.0,18.0,20.0,13.0,10.0,7.0,0.375,0.7
959,Marcus,Derrickson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
960,Hamidou,Diallo,670.0,1347.7,275.0,553.0,97.0,149.0,23.0,99.0,961.7,72.0,222.0,294.0,78.0,152.0,77.0,67.0,18.0,0.4972875226039783,0.6510067114093959
969,Melvin,Frazier Jr.,32.0,119.56666666666666,13.0,48.0,5.0,7.0,1.0,21.0,11.1,5.0,8.0,13.0,1.0,8.0,1.0,3.0,0.0,0.2708333333333333,0.7142857142857143
973,Devonte',Graham,959.0,2315.6666666666665,313.0,864.0,128.0,152.0,205.0,597.0,2722.4,41.0,156.0,197.0,330.0,103.0,74.0,117.0,11.0,0.36226851851851855,0.8421052631578947
979,Aaron,Holiday,458.0,1107.0666666666666,173.0,379.0,65.0,77.0,47.0,117.0,2411.2,29.0,112.0,141.0,172.0,101.0,48.0,75.0,10.0,0.45646437994722955,0.8441558441558441
980,Kevin,Huerter,1001.0,2473.2,388.0,856.0,45.0,56.0,180.0,461.0,3074.3,35.0,250.0,285.0,235.0,213.0,63.0,107.0,31.0,0.4532710280373832,0.8035714285714286
982,Jaren,Jackson Jr.,1529.0,2566.3,515.0,1248.0,330.0,406.0,169.0,502.0,3035.7,153.0,411.0,564.0,102.0,338.0,85.0,152.0,213.0,0.4126602564102564,0.812807881773399
986,George,King,13.0,47.13333333333333,4.0,12.0,2.0,3.0,3.0,10.0,75.0,0.0,8.0,8.0,2.0,6.0,0.0,2.0,0.0,0.3333333333333333,0.6666666666666666
987,Kevin,Knox II,137.0,269.6,46.0,113.0,18.0,24.0,27.0,77.0,640.1,15.0,41.0,56.0,13.0,23.0,6.0,10.0,2.0,0.40707964601769914,0.75
995,Yante,Maten,21.0,36.03333333333333,6.0,13.0,9.0,11.0,0.0,1.0,0.0,4.0,9.0,13.0,1.0,5.0,2.0,0.0,2.0,0.46153846153846156,0.8181818181818182
997,Jordan,McLaughlin,276.0,1016.0500000000001,105.0,226.0,33.0,44.0,33.0,95.0,1329.9,22.0,88.0,110.0,200.0,60.0,65.0,41.0,10.0,0.4646017699115044,0.75
998,De'Anthony,Melton,901.0,1921.55,321.0,807.0,99.0,130.0,160.0,442.0,2834.0,74.0,305.0,379.0,225.0,142.0,125.0,129.0,45.0,0.39776951672862454,0.7615384615384615
999,Chimezie,Metu,551.0,1315.8666666666668,210.0,462.0,71.0,91.0,60.0,194.0,1847.5,36.0,309.0,345.0,62.0,95.0,53.0,65.0,32.0,0.45454545454545453,0.7802197802197802
1001,Shake,Milton,518.0,1382.3666666666666,194.0,452.0,77.0,93.0,53.0,153.0,1951.6,34.0,130.0,164.0,159.0,113.0,36.0,53.0,20.0,0.42920353982300885,0.8279569892473119
1007,Kendrick,Nunn,35.0,94.8,14.0,38.0,2.0,2.0,5.0,18.0,82.5,3.0,12.0,15.0,5.0,3.0,0.0,6.0,1.0,0.3684210526315789,1.0
1011,Cameron,Oliver,47.0,111.21666666666667,19.0,38.0,7.0,12.0,2.0,11.0,83.3,9.0,18.0,27.0,8.0,17.0,6.0,6.0,2.0,0.5,0.5833333333333334
1013,Theo,Pinson,69.0,198.46666666666667,20.0,60.0,18.0,20.0,11.0,41.0,315.8,2.0,27.0,29.0,25.0,18.0,6.0,7.0,2.0,0.3333333333333333,0.9
1014,Michael,Porter Jr.,143.0,337.43333333333334,58.0,146.0,8.0,13.0,19.0,68.0,302.6,12.0,64.0,76.0,24.0,23.0,10.0,17.0,2.0,0.3972602739726027,0.6153846153846154
1018,Duncan,Robinson,989.0,2332.0666666666666,333.0,825.0,59.0,71.0,264.0,708.0,3312.0,26.0,207.0,233.0,143.0,234.0,48.0,72.0,18.0,0.4036363636363636,0.8309859154929577
1020,Mitchell,Robinson,616.0,1874.8333333333333,264.0,351.0,88.0,181.0,0.0,0.0,0.0,302.0,325.0,627.0,38.0,198.0,60.0,62.0,133.0,0.7521367521367521,0.4861878453038674
1021,Collin,Sexton,219.0,394.26666666666665,82.0,191.0,38.0,53.0,17.0,60.0,353.6,14.0,29.0,43.0,29.0,26.0,13.0,47.0,0.0,0.4293193717277487,0.7169811320754716
1022,Landry,Shamet,669.0,1716.3666666666668,225.0,564.0,79.0,94.0,140.0,378.0,2834.8,20.0,134.0,154.0,134.0,106.0,38.0,54.0,10.0,0.39893617021276595,0.8404255319148937
1023,Anfernee,Simons,1022.0,1732.2666666666667,365.0,825.0,110.0,123.0,182.0,455.0,2161.6,28.0,127.0,155.0,228.0,114.0,31.0,119.0,7.0,0.44242424242424244,0.8943089430894309
1032,Emanuel,Terry,11.0,43.583333333333336,4.0,15.0,3.0,4.0,0.0,0.0,0.0,15.0,15.0,30.0,2.0,9.0,6.0,6.0,0.0,0.26666666666666666,0.75
1033,Khyri,Thomas,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1036,Jarred,Vanderbilt,569.0,2108.0333333333333,234.0,407.0,99.0,151.0,2.0,16.0,200.0,234.0,468.0,702.0,101.0,207.0,110.0,84.0,48.0,0.5749385749385749,0.6556291390728477
1038,Lonnie,Walker IV,900.0,1732.95,332.0,819.0,118.0,153.0,118.0,379.0,2257.7,18.0,173.0,191.0,164.0,106.0,47.0,76.0,20.0,0.4053724053724054,0.7712418300653595
1043,Johnathan,Williams,2.0,4.133333333333334,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,
1044,Kenrich,Williams,363.0,1072.2166666666667,146.0,317.0,30.0,55.0,41.0,121.0,1493.3,75.0,145.0,220.0,108.0,81.0,44.0,46.0,10.0,0.4605678233438486,0.5454545454545454
1045,Robert,Williams III,739.0,2230.75,324.0,453.0,91.0,120.0,0.0,2.0,0.0,282.0,420.0,702.0,140.0,175.0,70.0,75.0,178.0,0.7152317880794702,0.7583333333333333
1046,Trae,Young,2348.0,2978.7166666666667,774.0,1712.0,546.0,608.0,254.0,692.0,2974.2,55.0,265.0,320.0,816.0,147.0,79.0,350.0,9.0,0.45210280373831774,0.8980263157894737
1055,Amida,Brimah,2.0,12.816666666666666,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,1.0,1.0,1.0,1.0,3.0,0.5,
1056,Brian,Bowen II,12.0,40.016666666666666,3.0,11.0,4.0,6.0,2.0,5.0,40.0,3.0,5.0,8.0,2.0,4.0,1.0,2.0,0.0,0.2727272727272727,0.6666666666666666
1057,Malik,Newman,15.0,23.28333333333333,5.0,13.0,4.0,4.0,1.0,2.0,100.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.38461538461538464,1.0
1058,Gary,Trent Jr.,1422.0,2734.6666666666665,498.0,1216.0,200.0,234.0,226.0,606.0,2817.3,28.0,185.0,213.0,151.0,162.0,135.0,78.0,22.0,0.4095394736842105,0.8547008547008547
1067,BJ,Johnson,28.0,78.3,12.0,28.0,0.0,0.0,4.0,12.0,175.0,6.0,13.0,19.0,2.0,5.0,0.0,1.0,1.0,0.42857142857142855,
1069,Chris,Chiozza,87.0,426.4666666666667,30.0,98.0,6.0,8.0,21.0,64.0,799.9,12.0,36.0,48.0,74.0,34.0,16.0,37.0,0.0,0.30612244897959184,0.75
1071,Kaiser,Gates,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1572,London,Perrantes,3.0,18.733333333333334,1.0,4.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,3.0,0.0,1.0,3.0,0.0,0.25,1.0
1775,Gabe,Vincent,747.0,2061.983333333333,269.0,661.0,64.0,75.0,145.0,414.0,2573.9,26.0,139.0,165.0,285.0,200.0,75.0,128.0,18.0,0.4069591527987897,0.8533333333333334
1815,Haywood,Highsmith,52.0,194.33333333333334,19.0,53.0,2.0,5.0,12.0,33.0,515.0,12.0,19.0,31.0,9.0,15.0,2.0,6.0,3.0,0.3584905660377358,0.4
1828,Jemerrio,Jones,9.0,36.63333333333333,4.0,6.0,1.0,1.0,0.0,0.0,0.0,8.0,8.0,16.0,5.0,2.0,1.0,4.0,0.0,0.6666666666666666,1.0
1831,Michael,Frazier,17.0,30.1,6.0,16.0,0.0,0.0,5.0,10.0,50.0,0.0,3.0,3.0,3.0,4.0,0.0,3.0,0.0,0.375,
1847,Darius,Bazley,769.0,1992.0,282.0,666.0,121.0,179.0,84.0,279.0,2186.8,73.0,379.0,452.0,101.0,68.0,63.0,93.0,71.0,0.42342342342342343,0.6759776536312849
1851,Jarrell,Brantley,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1854,Nic,Claxton,483.0,1146.0,211.0,307.0,61.0,125.0,0.0,0.0,0.0,107.0,205.0,312.0,51.0,124.0,30.0,44.0,69.0,0.6872964169381107,0.488
1855,Jarrett,Culver,152.0,415.18333333333334,60.0,167.0,17.0,36.0,15.0,62.0,673.3,17.0,48.0,65.0,39.0,50.0,23.0,30.0,7.0,0.3592814371257485,0.4722222222222222
1857,Carsen,Edwards,38.0,112.11666666666667,14.0,46.0,4.0,4.0,6.0,25.0,108.8,2.0,9.0,11.0,17.0,6.0,3.0,8.0,1.0,0.30434782608695654,1.0
1859,Daniel,Gafford,720.0,1540.0833333333333,303.0,440.0,114.0,167.0,0.0,1.0,0.0,163.0,278.0,441.0,69.0,178.0,32.0,69.0,109.0,0.6886363636363636,0.6826347305389222
1860,Darius,Garland,1576.0,2631.1833333333334,581.0,1266.0,227.0,256.0,187.0,491.0,2975.2,40.0,195.0,235.0,616.0,121.0,101.0,274.0,7.0,0.4589257503949447,0.88671875
1861,Kyle,Guy,98.0,249.18333333333334,34.0,91.0,12.0,17.0,18.0,55.0,460.8,7.0,22.0,29.0,24.0,17.0,9.0,20.0,1.0,0.37362637362637363,0.7058823529411765
1864,Jaxson,Hayes,701.0,1535.3833333333332,265.0,435.0,151.0,200.0,20.0,61.0,941.7,120.0,223.0,343.0,46.0,173.0,34.0,60.0,60.0,0.6091954022988506,0.755
1866,Tyler,Herro,1668.0,2666.5833333333335,616.0,1383.0,232.0,265.0,204.0,538.0,3003.5,40.0,373.0,413.0,321.0,120.0,57.0,213.0,15.0,0.44540853217642806,0.8754716981132076
1868,De'Andre,Hunter,874.0,1865.45,316.0,698.0,148.0,191.0,94.0,238.0,2398.1,31.0,181.0,212.0,77.0,180.0,41.0,85.0,23.0,0.45272206303724927,0.774869109947644
1870,Ty,Jerome,373.0,862.0,133.0,353.0,49.0,59.0,58.0,202.0,1368.3,22.0,64.0,86.0,120.0,80.0,32.0,44.0,5.0,0.37677053824362605,0.8305084745762712
1871,Cameron,Johnson,1006.0,2114.95,341.0,732.0,128.0,150.0,196.0,464.0,3479.8,53.0,274.0,327.0,123.0,151.0,66.0,60.0,18.0,0.46584699453551914,0.8533333333333334
1872,Keldon,Johnson,1368.0,2557.1833333333334,505.0,1091.0,195.0,263.0,163.0,418.0,3005.3,82.0,400.0,482.0,173.0,161.0,59.0,99.0,14.0,0.462878093492209,0.7414448669201521
1874,Romeo,Langford,268.0,855.1333333333333,102.0,225.0,26.0,46.0,38.0,100.0,1380.0,32.0,85.0,117.0,24.0,49.0,25.0,20.0,17.0,0.4533333333333333,0.5652173913043478
1875,Nassir,Little,413.0,1112.6166666666666,146.0,324.0,70.0,96.0,51.0,157.0,1238.7,58.0,186.0,244.0,55.0,84.0,25.0,45.0,36.0,0.4506172839506173,0.7291666666666666
1877,Terance,Mann,931.0,2467.0333333333333,357.0,744.0,136.0,173.0,81.0,225.0,3177.5,116.0,333.0,449.0,226.0,191.0,57.0,89.0,26.0,0.4798387096774194,0.7861271676300579
1879,Cody,Martin,577.0,1987.7833333333333,217.0,450.0,77.0,113.0,66.0,172.0,2698.5,87.0,223.0,310.0,189.0,127.0,97.0,71.0,34.0,0.4822222222222222,0.6814159292035398
1880,Jalen,McDaniels,375.0,1029.5833333333333,136.0,297.0,57.0,77.0,46.0,128.0,1866.5,40.0,158.0,198.0,62.0,101.0,29.0,41.0,23.0,0.45791245791245794,0.7402597402597403
1881,Ja,Morant,1898.0,2345.4,695.0,1416.0,401.0,529.0,107.0,317.0,2060.8,93.0,320.0,413.0,494.0,114.0,85.0,244.0,28.0,0.490819209039548,0.7580340264650284
1882,Jaylen,Nowell,571.0,1056.5,213.0,459.0,78.0,99.0,67.0,179.0,2283.2,26.0,111.0,137.0,144.0,79.0,33.0,38.0,12.0,0.46405228758169936,0.7878787878787878
1883,Chuma,Okeke,605.0,1748.7666666666667,216.0,575.0,55.0,65.0,118.0,371.0,2065.6,47.0,300.0,347.0,118.0,95.0,97.0,57.0,42.0,0.37565217391304345,0.8461538461538461
1886,Eric,Paschall,382.0,843.7666666666667,132.0,270.0,72.0,93.0,46.0,127.0,1900.4,31.0,93.0,124.0,40.0,56.0,11.0,31.0,5.0,0.4888888888888889,0.7741935483870968
1887,Jordan,Poole,1887.0,3001.616666666667,643.0,1391.0,324.0,352.0,277.0,752.0,3555.9,45.0,294.0,339.0,402.0,277.0,82.0,248.0,32.0,0.46225736879942486,0.9204545454545454
1888,Kevin,Porter Jr.,1014.0,2023.0166666666667,356.0,866.0,137.0,213.0,165.0,439.0,2347.7,46.0,232.0,278.0,393.0,162.0,74.0,204.0,23.0,0.4110854503464203,0.6431924882629108
1890,Isaiah,Roby,478.0,991.5166666666667,175.0,341.0,82.0,120.0,46.0,105.0,1674.2,76.0,148.0,224.0,74.0,114.0,38.0,44.0,35.0,0.5131964809384164,0.6833333333333333
1896,Matisse,Thybulle,411.0,1842.6166666666668,162.0,329.0,38.0,50.0,49.0,161.0,2238.1,44.0,119.0,163.0,79.0,177.0,124.0,41.0,79.0,0.49240121580547114,0.76
1897,P.J.,Washington,716.0,1880.4,269.0,573.0,60.0,85.0,118.0,324.0,2476.8,87.0,274.0,361.0,150.0,167.0,61.0,85.0,67.0,0.4694589877835951,0.7058823529411765
1898,Tremont,Waters,42.0,172.6,16.0,46.0,2.0,2.0,8.0,25.0,245.0,1.0,18.0,19.0,26.0,16.0,16.0,20.0,0.0,0.34782608695652173,1.0
1899,Quinndary,Weatherspoon,41.0,93.23333333333333,17.0,33.0,5.0,7.0,2.0,6.0,200.0,3.0,13.0,16.0,7.0,17.0,5.0,7.0,1.0,0.5151515151515151,0.7142857142857143
1901,Grant,Williams,832.0,2608.35,277.0,600.0,133.0,153.0,145.0,356.0,3841.6,89.0,291.0,380.0,104.0,276.0,51.0,88.0,77.0,0.46166666666666667,0.869281045751634
1902,Zion,Williamson,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
1903,Dylan,Windler,133.0,522.5166666666667,45.0,113.0,17.0,22.0,26.0,80.0,868.3,24.0,76.0,100.0,40.0,50.0,16.0,19.0,4.0,0.39823008849557523,0.7727272727272727
1917,Aric,Holman,5.0,11.066666666666666,1.0,6.0,2.0,2.0,1.0,5.0,20.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.16666666666666666,1.0
1934,Juan,Toscano-Anderson,320.0,1128.4166666666667,123.0,264.0,41.0,75.0,33.0,108.0,1291.5,30.0,171.0,201.0,152.0,129.0,55.0,85.0,20.0,0.4659090909090909,0.5466666666666666
1948,DaQuan,Jeffries,13.0,29.700000000000003,5.0,12.0,0.0,0.0,3.0,6.0,60.0,0.0,8.0,8.0,3.0,3.0,1.0,0.0,0.0,0.4166666666666667,
2051,Max,Strus,998.0,2256.0,345.0,805.0,60.0,77.0,248.0,626.0,3354.9,43.0,256.0,299.0,136.0,182.0,46.0,83.0,24.0,0.42857142857142855,0.7792207792207793
2077,Zylan,Cheatham,13.0,28.783333333333335,5.0,10.0,2.0,2.0,1.0,3.0,100.0,2.0,3.0,5.0,2.0,0.0,1.0,0.0,0.0,0.5,1.0
2111,Charlie,Brown Jr.,39.0,195.7,14.0,46.0,9.0,11.0,2.0,15.0,133.3,14.0,24.0,38.0,7.0,21.0,10.0,5.0,5.0,0.30434782608695654,0.8181818181818182
2115,Amir,Coffey,667.0,1692.8666666666668,227.0,511.0,111.0,132.0,102.0,275.0,2119.2,28.0,186.0,214.0,134.0,95.0,45.0,52.0,18.0,0.44422700587084146,0.8409090909090909
2131,Louis,King,81.0,156.68333333333334,27.0,77.0,12.0,15.0,15.0,43.0,457.5,2.0,15.0,17.0,10.0,16.0,10.0,2.0,1.0,0.35064935064935066,0.8
2146,Naz,Reid,707.0,1364.7,259.0,533.0,126.0,166.0,63.0,188.0,2573.1,110.0,227.0,337.0,79.0,196.0,45.0,94.0,81.0,0.48592870544090055,0.7590361445783133
2152,Rayjon,Tucker,23.0,89.63333333333334,7.0,12.0,5.0,7.0,4.0,6.0,200.0,4.0,7.0,11.0,10.0,7.0,4.0,1.0,0.0,0.5833333333333334,0.7142857142857143
2160,Moses,Brown,201.0,385.18333333333334,75.0,126.0,51.0,87.0,0.0,0.0,0.0,45.0,106.0,151.0,1.0,58.0,7.0,21.0,19.0,0.5952380952380952,0.5862068965517241
2166,Tyler,Cook,72.0,211.31666666666666,25.0,44.0,22.0,36.0,0.0,0.0,0.0,16.0,41.0,57.0,3.0,30.0,4.0,7.0,4.0,0.5681818181818182,0.6111111111111112
2168,Terence,Davis,372.0,610.7166666666667,134.0,312.0,43.0,52.0,61.0,180.0,952.8,13.0,96.0,109.0,47.0,76.0,32.0,37.0,10.0,0.42948717948717946,0.8269230769230769
2177,John,Konchar,387.0,1446.6,149.0,295.0,33.0,56.0,56.0,141.0,2531.5,97.0,274.0,371.0,125.0,106.0,52.0,33.0,28.0,0.5050847457627119,0.5892857142857143
