,,,points,tpm,tpa,offReb,defReb,totReb,assists,pFouls,steals,turnovers,blocks,fga,fgm,fta,ftm,fgp,ftp,tpp
player_id,firstname,lastname,,,,,,,,,,,,,,,,,,
1022,Landry,Shamet,0.2544662309368192,0.3422982885085575,0.3606870229007633,0.053691275167785234,0.16580310880829016,0.14177215189873418,0.14883148831488316,0.275,0.2465753424657534,0.12684365781710916,0.046948356807511735,0.2962962962962963,0.2379778051787916,0.14173228346456693,0.13489208633093525,0.1602178296115091,0.737082066869301,0.7407407407407407
1023,Anfernee,Simons,0.4082788671023965,0.4449877750611247,0.4341603053435114,0.08053691275167786,0.153713298791019,0.1430379746835443,0.2644526445264453,0.3,0.19863013698630136,0.3185840707964602,0.03286384976525822,0.44973544973544977,0.41060419235511714,0.18740157480314962,0.1906474820143885,0.26361660508585094,0.8258614014711576,0.8
1036,Jarred,Vanderbilt,0.21089324618736383,0.004889975550122249,0.015267175572519083,0.7718120805369127,0.7426597582037997,0.8354430379746836,0.10824108241082411,0.5906250000000001,0.7397260273972601,0.21533923303834807,0.22535211267605634,0.2039976484420929,0.249075215782984,0.231496062992126,0.17086330935251798,0.5786873593872072,0.4326080100914538,0.25
1038,Lonnie,Walker IV,0.355119825708061,0.2885085574572127,0.3616412213740458,0.046979865771812075,0.23316062176165803,0.18860759493670887,0.1857318573185732,0.275,0.30821917808219174,0.19174041297935102,0.09389671361502347,0.44620811287477957,0.3699136868064118,0.23464566929133857,0.20503597122302158,0.1755208495047661,0.6230936819172113,0.6226912928759895
1044,Kenrich,Williams,0.12113289760348583,0.10024449877750612,0.11545801526717557,0.23825503355704694,0.18480138169257337,0.2253164556962025,0.11685116851168512,0.196875,0.2876712328767123,0.10324483775811209,0.046948356807511735,0.15108759553204,0.1405672009864365,0.08031496062992126,0.046762589928057555,0.30675542348837903,0.2510822510822509,0.6776859504132231
1045,Robert,Williams III,0.2849673202614379,0.0,0.0019083969465648854,0.9328859060402684,0.6597582037996546,0.8354430379746836,0.15621156211562115,0.490625,0.4657534246575342,0.1887905604719764,0.835680751173709,0.2310405643738977,0.36004932182490756,0.1826771653543307,0.1564748201438849,0.9122534548348978,0.6018253968253968,0.0
1046,Trae,Young,0.9860566448801744,0.6210268948655256,0.6603053435114503,0.1711409395973154,0.3920552677029361,0.3518987341772152,0.9876998769987699,0.403125,0.5273972602739725,0.9999999999999999,0.04225352112676056,0.9711934156378601,0.9149198520345253,0.9511811023622048,0.9748201438848921,0.28662869408722613,0.8319862155388471,0.7341040462427746
1058,Gary,Trent Jr.,0.5825708061002179,0.5525672371638142,0.5782442748091603,0.08053691275167786,0.2538860103626943,0.21645569620253163,0.16974169741697417,0.44999999999999996,0.9109589041095889,0.1976401179941003,0.10328638497652583,0.6796002351557907,0.5745992601726264,0.3622047244094488,0.3525179856115108,0.18542861820656842,0.7606023606023604,0.7458745874587459
1775,Gabe,Vincent,0.28845315904139435,0.3545232273838631,0.39503816793893126,0.0738255033557047,0.17443868739205526,0.15569620253164557,0.33456334563345635,0.56875,0.49999999999999994,0.34513274336283184,0.08450704225352113,0.3533215755437978,0.2922318125770653,0.11181102362204724,0.10791366906474821,0.1792935561926451,0.7583492063492063,0.7004830917874396
1847,Darius,Bazley,0.2980392156862745,0.20537897310513448,0.26622137404580154,0.23154362416107382,0.5889464594127807,0.518987341772152,0.10824108241082411,0.15625000000000003,0.41780821917808214,0.24188790560471973,0.3333333333333333,0.3562610229276896,0.3082614056720099,0.2755905511811024,0.210431654676259,0.21843958716377754,0.4661346102686885,0.6021505376344086
1854,Nic,Claxton,0.17342047930283225,0.0,0.0,0.34563758389261745,0.28842832469775476,0.34177215189873417,0.04674046740467404,0.33125,0.1917808219178082,0.09734513274336283,0.323943661971831,0.14520870076425632,0.22071516646115905,0.1905511811023622,0.1025179856115108,0.8458333303834954,0.15641904761904757,
1859,Daniel,Gafford,0.2766884531590414,0.0,0.0009541984732824427,0.5335570469798658,0.41450777202072536,0.5050632911392405,0.06888068880688807,0.5,0.2054794520547945,0.17109144542772858,0.511737089201878,0.22339800117577896,0.33415536374845867,0.2566929133858268,0.19784172661870503,0.8490192349489242,0.4771029369831765,0.0
1860,Darius,Garland,0.649673202614379,0.4572127139364303,0.46851145038167935,0.12080536912751678,0.2711571675302245,0.24430379746835446,0.7416974169741698,0.321875,0.678082191780822,0.775811209439528,0.03286384976525822,0.708994708994709,0.6769420468557337,0.3968503937007874,0.4010791366906475,0.3028511728853506,0.8133556547619047,0.7617107942973523
1864,Jaxson,Hayes,0.2684095860566449,0.0488997555012225,0.05820610687022901,0.38926174496644295,0.31951640759930916,0.3810126582278481,0.040590405904059046,0.484375,0.2191780821917808,0.14454277286135692,0.28169014084507044,0.2204585537918871,0.2872996300863132,0.30866141732283464,0.2643884892086331,0.6601376012710881,0.5963333333333334,0.6557377049180327
1866,Tyler,Herro,0.6897603485838779,0.49877750611246946,0.5133587786259541,0.12080536912751678,0.5785837651122625,0.46962025316455697,0.3788437884378844,0.31875,0.3767123287671233,0.5958702064896755,0.07042253521126761,0.7777777777777778,0.7200986436498151,0.4110236220472441,0.41007194244604317,0.27071215773615187,0.7948247978436658,0.758364312267658
1868,De'Andre,Hunter,0.3437908496732026,0.22982885085574573,0.22709923664122136,0.09060402684563759,0.24697754749568218,0.2151898734177215,0.07872078720787208,0.50625,0.2671232876712329,0.21828908554572268,0.107981220657277,0.3750734861845973,0.35018495684340323,0.29448818897637796,0.2589928057553957,0.2881010668541596,0.6290700573423087,0.7899159663865546
1870,Ty,Jerome,0.12549019607843137,0.14180929095354522,0.19274809160305342,0.06040268456375839,0.044905008635578586,0.05569620253164557,0.13161131611316113,0.19375,0.2054794520547945,0.09734513274336283,0.023474178403755867,0.17225161669606115,0.12453760789149199,0.08661417322834646,0.08093525179856116,0.10751604066858234,0.7207425343018563,0.5742574257425742
1871,Cameron,Johnson,0.4013071895424837,0.4792176039119804,0.4427480916030534,0.16442953020134227,0.4075993091537133,0.36075949367088606,0.13530135301353013,0.415625,0.4383561643835616,0.14454277286135692,0.08450704225352113,0.3950617283950617,0.38101109741060424,0.22992125984251968,0.22302158273381295,0.31930736725088293,0.7583492063492063,0.8448275862068966
1872,Keldon,Johnson,0.5590413943355119,0.39853300733496333,0.39885496183206104,0.26174496644295303,0.625215889464594,0.5569620253164558,0.1968019680196802,0.446875,0.39041095890410954,0.25958702064896755,0.06572769953051644,0.606114050558495,0.5832305795314427,0.4078740157480315,0.34352517985611514,0.31224840333797454,0.5739996378779648,0.7799043062200957
1874,Romeo,Langford,0.07973856209150326,0.09290953545232274,0.09541984732824427,0.09395973154362416,0.08117443868739205,0.0949367088607595,0.013530135301353014,0.09687500000000002,0.15753424657534246,0.02654867256637168,0.07981220657276995,0.09700176366843033,0.08631319358816275,0.06614173228346457,0.03956834532374101,0.28955444468593783,0.28364389233954435,0.76
1875,Nassir,Little,0.14291938997821352,0.12469437652811736,0.1498091603053435,0.18120805369127516,0.2556131260794473,0.25569620253164554,0.051660516605166046,0.20625000000000002,0.15753424657534246,0.10029498525073745,0.16901408450704225,0.15520282186948853,0.1405672009864365,0.14488188976377953,0.11870503597122302,0.28309666980608095,0.5537698412698411,0.6496815286624203
1877,Terance,Mann,0.3686274509803921,0.1980440097799511,0.2146946564885496,0.37583892617449666,0.5094991364421415,0.5151898734177216,0.26199261992619927,0.540625,0.3767123287671233,0.2300884955752212,0.12206572769953052,0.4021164021164021,0.4007398273736128,0.26614173228346455,0.23741007194244604,0.35257456303328183,0.6476190476190478,0.72
1879,Cody,Martin,0.21437908496732028,0.16136919315403422,0.16412213740458015,0.2785234899328859,0.31951640759930916,0.3392405063291139,0.21648216482164823,0.340625,0.6506849315068493,0.17699115044247787,0.1596244131455399,0.2292768959435626,0.22811344019728733,0.1716535433070866,0.13129496402877697,0.35824168658987177,0.4750948166877369,0.7674418604651163
1880,Jalen,McDaniels,0.12636165577342048,0.11246943765281174,0.12213740458015267,0.12080536912751678,0.2072538860103627,0.19746835443037974,0.06027060270602706,0.259375,0.18493150684931506,0.08849557522123894,0.107981220657277,0.13932980599647266,0.1282367447595561,0.11496062992125984,0.09532374100719425,0.30044193291313503,0.5720470006184293,0.71875
1881,Ja,Morant,0.7899782135076252,0.2616136919315403,0.30248091603053434,0.2986577181208054,0.48704663212435234,0.46962025316455697,0.5916359163591636,0.3,0.5684931506849316,0.687315634218289,0.13145539906103287,0.7971781305114638,0.8175092478421702,0.8267716535433072,0.7140287769784174,0.37868218589179226,0.6013322531280942,0.6750788643533123
1882,Jaylen,Nowell,0.21176470588235294,0.16381418092909536,0.17080152671755724,0.0738255033557047,0.12607944732297063,0.12025316455696203,0.16113161131611317,0.19062500000000002,0.21232876712328766,0.07964601769911504,0.056338028169014086,0.2345679012345679,0.22318125770653516,0.14960629921259844,0.13309352517985612,0.3150402086502936,0.6505050505050505,0.7486033519553073
1883,Chuma,Okeke,0.22657952069716775,0.2885085574572127,0.35400763358778625,0.1442953020134228,0.45250431778929184,0.3860759493670886,0.12915129151291513,0.240625,0.6506849315068493,0.135693215339233,0.1971830985915493,0.3027630805408583,0.22688039457459927,0.09606299212598425,0.09172661870503598,0.1048569781616473,0.7465201465201465,0.6361185983827493
1886,Eric,Paschall,0.12941176470588234,0.11246943765281174,0.12118320610687022,0.09060402684563759,0.09499136442141623,0.10379746835443038,0.03321033210332103,0.11875000000000002,0.06164383561643835,0.058997050147492625,0.023474178403755867,0.12345679012345678,0.12330456226880396,0.14015748031496061,0.1223021582733813,0.3740925885677028,0.6279569892473118,0.7244094488188977
1887,Jordan,Poole,0.7851851851851852,0.6772616136919315,0.7175572519083969,0.13758389261744966,0.4421416234887738,0.3759493670886076,0.4784747847478475,0.8093750000000001,0.547945205479452,0.6991150442477876,0.15023474178403756,0.7824808935920047,0.7533908754623921,0.5480314960629922,0.5755395683453238,0.3107725463988934,0.8689393939393939,0.7367021276595744
1888,Kevin,Porter Jr.,0.4047930283224401,0.40342298288508555,0.41889312977099236,0.14093959731543623,0.33506044905008636,0.29873417721518986,0.46740467404674046,0.44999999999999996,0.4931506849315069,0.5693215339233039,0.107981220657277,0.4738389182833628,0.3995067817509248,0.3291338582677165,0.2392086330935252,0.18910438688647357,0.41211714732841487,0.7517084282460137
1890,Isaiah,Roby,0.17124183006535948,0.11246943765281174,0.10019083969465649,0.24161073825503357,0.18998272884283246,0.23037974683544304,0.07503075030750307,0.3,0.2465753424657534,0.09734513274336283,0.1643192488262911,0.16519694297472076,0.17632552404438964,0.1826771653543307,0.14028776978417265,0.431887177401827,0.47825396825396815,0.8761904761904762
1896,Matisse,Thybulle,0.1420479302832244,0.1198044009779951,0.15362595419847327,0.1342281879194631,0.13989637305699482,0.15316455696202533,0.08118081180811808,0.49687499999999996,0.8356164383561644,0.08849557522123894,0.37089201877934275,0.15814226925338037,0.16029593094944514,0.07244094488188976,0.061151079136690656,0.382443621018029,0.6045714285714285,0.6086956521739131
1897,P.J.,Washington,0.27494553376906317,0.2885085574572127,0.30916030534351147,0.2785234899328859,0.4075993091537133,0.40379746835443037,0.16851168511685116,0.46562499999999996,0.4041095890410959,0.21828908554572268,0.3145539906103286,0.30158730158730157,0.2922318125770653,0.12755905511811022,0.10071942446043167,0.3278953698888588,0.5154061624649859,0.7283950617283951
1901,Grant,Williams,0.3254901960784314,0.3545232273838631,0.33969465648854963,0.2852348993288591,0.4369602763385147,0.4278481012658228,0.11193111931119312,0.80625,0.33561643835616434,0.2271386430678466,0.3615023474178404,0.31746031746031744,0.30209617755856966,0.23464566929133857,0.23201438848920863,0.3093680721582265,0.7846249610955494,0.8146067415730337
1903,Dylan,Windler,0.020915032679738564,0.06356968215158924,0.07633587786259542,0.06711409395973154,0.06563039723661485,0.07341772151898734,0.03321033210332103,0.1,0.0958904109589041,0.02359882005899705,0.018779342723004695,0.031158142269253383,0.016029593094944512,0.028346456692913385,0.023381294964028777,0.15853902479837978,0.6255411255411254,0.65
1934,Juan,Toscano-Anderson,0.10239651416122003,0.08068459657701711,0.10305343511450381,0.087248322147651,0.229706390328152,0.20126582278481014,0.17097170971709716,0.346875,0.36301369863013694,0.21828908554572268,0.09389671361502347,0.11992945326278659,0.11220715166461159,0.11181102362204724,0.06654676258992806,0.3194550097804826,0.253079365079365,0.6111111111111112
2051,Max,Strus,0.3978213507625272,0.6063569682151589,0.5973282442748091,0.1308724832214765,0.3765112262521589,0.32531645569620254,0.15129151291512916,0.5125,0.3013698630136986,0.21238938053097345,0.11267605633802817,0.43797766019988243,0.38594327990135635,0.11496062992125984,0.10071942446043167,0.2306796659111373,0.6362399505256648,0.792332268370607
2115,Amir,Coffey,0.25359477124183005,0.24938875305623473,0.26240458015267176,0.08053691275167786,0.2556131260794473,0.21772151898734177,0.14883148831488316,0.240625,0.2945205479452055,0.12094395280235988,0.08450704225352113,0.26513815402704294,0.24044389642416772,0.2015748031496063,0.19244604316546762,0.26790291908803965,0.7378787878787878,0.7418181818181818
2146,Naz,Reid,0.2710239651416122,0.15403422982885084,0.17938931297709923,0.35570469798657717,0.32642487046632124,0.37341772151898733,0.08118081180811808,0.55625,0.2945205479452055,0.2448377581120944,0.38028169014084506,0.27807172251616696,0.279901356350185,0.2551181102362205,0.21942446043165467,0.36705435191713354,0.6029833620195066,0.6702127659574468
2168,Terence,Davis,0.12505446623093683,0.1491442542787286,0.17175572519083968,0.030201342281879193,0.10017271157167529,0.08481012658227849,0.041820418204182044,0.18125000000000002,0.2054794520547945,0.07669616519174041,0.046948356807511735,0.14814814814814814,0.12577065351418001,0.07559055118110236,0.07014388489208634,0.23285698761138873,0.7148351648351647,0.6777777777777778
2177,John,Konchar,0.1315904139433551,0.13691931540342298,0.13454198473282442,0.31208053691275167,0.4075993091537133,0.41645569620253164,0.13776137761377613,0.275,0.3424657534246575,0.06489675516224189,0.13145539906103287,0.13815402704291593,0.14426633785450063,0.08188976377952756,0.05215827338129497,0.4126004295307949,0.32329931972789117,0.7943262411347518
2182,Keifer,Sykes,0.05010893246187363,0.07334963325183375,0.09637404580152671,0.016778523489932883,0.005181347150259072,0.010126582278481018,0.06888068880688807,0.12187500000000001,0.0958904109589041,0.08259587020648967,0.018779342723004695,0.08700764256319812,0.05425400739827374,0.025196850393700787,0.025179856115107913,0.08044446859378396,0.8352380952380953,0.594059405940594
2242,Caleb,Martin,0.23224400871459694,0.17359413202933985,0.17748091603053434,0.25838926174496646,0.2504317789291883,0.2810126582278481,0.07749077490774907,0.3375,0.4589041095890411,0.14749262536873153,0.1596244131455399,0.25631981187536745,0.2527743526510481,0.14803149606299212,0.12410071942446045,0.3477809434835345,0.5796890184645287,0.7634408602150538
2325,Armoni,Brooks,0.1167755991285403,0.22493887530562348,0.28053435114503816,0.06711409395973154,0.09326424870466321,0.09367088607594937,0.06765067650676507,0.19375,0.2054794520547945,0.061946902654867256,0.051643192488262914,0.1646090534979424,0.10727496917385942,0.03779527559055118,0.03417266187050359,0.04386546402955882,0.7057823129251699,0.6258503401360545
2327,Garrison,Mathews,0.2514161220043573,0.3471882640586797,0.37595419847328243,0.09395973154362416,0.2141623488773748,0.19240506329113924,0.06273062730627306,0.48124999999999996,0.3767123287671233,0.09144542772861357,0.11267605633802817,0.24044679600235158,0.19112207151664612,0.28346456692913385,0.25539568345323743,0.15970547795070045,0.6597308488612836,0.7208121827411168
2392,Dean,Wade,0.09019607843137253,0.13447432762836187,0.1450381679389313,0.11073825503355705,0.15716753022452504,0.1569620253164557,0.05781057810578105,0.228125,0.21232876712328766,0.02654867256637168,0.03755868544600939,0.10052910052910052,0.09124537607891492,0.05511811023622047,0.03776978417266187,0.3027292203558233,0.40854700854700865,0.7236842105263158
2404,Javonte,Green,0.18082788671023964,0.09290953545232274,0.10400763358778625,0.3422818791946309,0.28842832469775476,0.34050632911392403,0.06273062730627306,0.39375,0.5547945205479452,0.06784660766961652,0.1784037558685446,0.17519106407995297,0.1935881627620222,0.152755905511811,0.14388489208633093,0.46692515229261555,0.7226779820839226,0.6972477064220184
2563,Cole,Anthony,0.4527233115468409,0.3471882640586797,0.39408396946564883,0.09731543624161074,0.5302245250431779,0.4253164556962025,0.4612546125461255,0.50625,0.3150684931506849,0.5103244837758112,0.09389671361502347,0.5326278659611993,0.4278668310727497,0.4047244094488189,0.3956834532374101,0.1445334595098824,0.7664294836708629,0.6876513317191283
2566,LaMelo,Ball,0.6614379084967321,0.5672371638141809,0.5782442748091603,0.37583892617449666,0.6459412780656304,0.6151898734177216,0.7269372693726938,0.728125,0.8561643835616437,0.7286135693215339,0.14084507042253522,0.7548500881834215,0.6670776818742293,0.39999999999999997,0.39748201438848924,0.22537244426677427,0.7892580287929125,0.7656765676567657
2568,Desmond,Bane,0.6901960784313725,0.6894865525672371,0.6097328244274809,0.1711409395973154,0.5164075993091537,0.44303797468354433,0.2902829028290283,0.659375,0.7191780821917808,0.3716814159292035,0.19248826291079812,0.7372134038800705,0.7102342786683108,0.29448818897637796,0.30035971223021585,0.3118470374218826,0.8274744452754923,0.8826291079812206
2569,Saddiq,Bey,0.5459694989106754,0.5183374083129584,0.5858778625954199,0.348993288590604,0.5267702936096719,0.5177215189873419,0.2742927429274293,0.35,0.4931506849315069,0.25958702064896755,0.07511737089201878,0.6402116402116402,0.5228113440197287,0.39999999999999997,0.3776978417266187,0.15529771879538046,0.7190107050572168,0.6905537459283387
2584,Anthony,Edwards,0.7350762527233115,0.6039119804400978,0.6574427480916031,0.2181208053691275,0.47841105354058716,0.4329113924050633,0.36039360393603936,0.5625,0.8013698630136985,0.6135693215339233,0.25821596244131456,0.8042328042328042,0.7398273736128237,0.5102362204724409,0.46223021582733814,0.26397988015027785,0.6634436701509872,0.7169811320754716
2585,CJ,Elleby,0.12810457516339868,0.10024449877750612,0.1383587786259542,0.2181208053691275,0.23661485319516407,0.25569620253164554,0.10209102091020911,0.334375,0.2671232876712329,0.17404129793510326,0.09389671361502347,0.1675485008818342,0.12700369913686807,0.14173228346456693,0.11510791366906475,0.14207213932698948,0.5442755825734549,0.5655172413793104
2587,Malachi,Flynn,0.06971677559912853,0.10024449877750612,0.11641221374045801,0.026845637583892613,0.036269430051813475,0.03670886075949368,0.08487084870848709,0.13125,0.1643835616438356,0.017699115044247787,0.018779342723004695,0.10229276895943562,0.07151664611590629,0.048818897637795275,0.03597122302158273,0.1261682242990655,0.4821768707482992,0.6721311475409836
2589,Trent,Forrest,0.05315904139433551,0.014669926650366748,0.029580152671755722,0.06711409395973154,0.07253886010362695,0.07848101265822785,0.12546125461254612,0.09062500000000001,0.21232876712328766,0.12094395280235988,0.04225352112676056,0.06643151087595532,0.06041923551171394,0.07244094488188976,0.0629496402877698,0.32492119707578027,0.6375238095238096,0.3870967741935484
2597,R.J.,Hampton,0.19564270152505447,0.16625916870415647,0.18225190839694655,0.0738255033557047,0.2659758203799654,0.2227848101265823,0.18942189421894218,0.275,0.3013698630136986,0.2359882005899705,0.06572769953051644,0.2533803644914756,0.19482120838471023,0.1984251968503937,0.1474820143884892,0.13175564862150302,0.4423443223443222,0.7120418848167539
2602,Elijah,Hughes,0.03790849673202615,0.08557457212713937,0.11736641221374046,0.006711409395973153,0.05181347150259068,0.04050632911392405,0.023370233702337023,0.08750000000000002,0.10273972602739725,0.0471976401179941,0.04225352112676056,0.07466196355085244,0.03699136868064118,0.02204724409448819,0.01618705035971223,0.0,0.5423280423280423,0.5691056910569106
2604,Isaiah,Joe,0.08061002178649238,0.15158924205378974,0.15744274809160305,0.010067114093959733,0.037996545768566495,0.031645569620253174,0.03690036900369004,0.11875000000000002,0.13013698630136986,0.035398230088495575,0.028169014084507043,0.09229864785420341,0.06535141800246609,0.05826771653543307,0.061151079136690656,0.1430249084300449,0.8794425087108015,0.7515151515151515
2606,Tre,Jones,0.14466230936819172,0.02689486552567237,0.05057251908396947,0.087248322147651,0.153713298791019,0.14556962025316456,0.27183271832718325,0.18750000000000003,0.28082191780821913,0.10324483775811209,0.03286384976525822,0.16519694297472076,0.16646115906288533,0.14015748031496061,0.1223021582733813,0.3761068771865864,0.6279569892473118,0.41509433962264153
2610,Saben,Lee,0.07494553376906318,0.0488997555012225,0.06870229007633588,0.046979865771812075,0.07426597582037997,0.07215189873417721,0.14514145141451415,0.10312500000000002,0.2671232876712329,0.09144542772861357,0.06103286384976526,0.09171075837742504,0.06535141800246609,0.13070866141732285,0.11330935251798561,0.1473366297181773,0.6212370005473453,0.5555555555555556
2617,Kenyon,Martin Jr.,0.2814814814814815,0.1491442542787286,0.16603053435114504,0.28859060402684567,0.32642487046632124,0.34810126582278483,0.11685116851168512,0.321875,0.2465753424657534,0.16519174041297935,0.19248826291079812,0.2898295120517343,0.32305795314426633,0.2047244094488189,0.14028776978417265,0.47575238184324264,0.3606254442075336,0.7011494252873564
2621,Jaden,McDaniels,0.28104575163398693,0.22982885085574573,0.27003816793893126,0.2751677852348993,0.3488773747841105,0.359493670886076,0.0910209102091021,0.75,0.410958904109589,0.22123893805309736,0.3051643192488263,0.3256907701352146,0.310727496917386,0.12755905511811022,0.11510791366906475,0.31144624416020583,0.6704761904761904,0.6643109540636042
2626,Aaron,Nesmith,0.0775599128540305,0.10268948655256724,0.1431297709923664,0.06040268456375839,0.10189982728842834,0.09746835443037974,0.02091020910209102,0.209375,0.14383561643835616,0.09144542772861357,0.046948356807511735,0.10523221634332747,0.07891491985203453,0.048818897637795275,0.044964028776978415,0.16672653479914779,0.7175510204081634,0.56
2627,Zeke,Nnaji,0.09106753812636165,0.10268948655256724,0.08683206106870228,0.19798657718120805,0.12089810017271158,0.16329113924050634,0.012300123001230012,0.228125,0.1232876712328767,0.05309734513274336,0.07511737089201878,0.08818342151675486,0.09001233045622689,0.10236220472440945,0.0683453237410072,0.40051075853075424,0.35527950310559,0.9230769230769231
2628,Jordan,Nwora,0.21568627450980393,0.2273838630806846,0.2528625954198473,0.11073825503355705,0.3005181347150259,0.2620253164556962,0.07503075030750307,0.196875,0.18493150684931506,0.16224188790560473,0.07981220657276995,0.2880658436213992,0.23551171393341555,0.07401574803149606,0.06654676258992806,0.17571614866333407,0.676937441643324,0.7018867924528301
2629,Onyeka,Okongwu,0.14727668845315903,0.0,0.0,0.412751677852349,0.27288428324697755,0.3556962025316456,0.052890528905289044,0.49687499999999996,0.2328767123287671,0.11799410029498526,0.3004694835680751,0.10875955320399766,0.16646115906288533,0.1858267716535433,0.1528776978417266,0.83236696547778,0.5543325526932084,
2630,Isaac,Okoro,0.23311546840958602,0.1393643031784841,0.15839694656488548,0.2483221476510067,0.1623488773747841,0.2126582278481013,0.14022140221402213,0.490625,0.4041095890410959,0.15339233038348082,0.11267605633802817,0.2328042328042328,0.22811344019728733,0.262992125984252,0.22482014388489208,0.34315552111097125,0.5953216374269006,0.6867469879518072
2635,Payton,Pritchard,0.22091503267973855,0.3251833740831296,0.32538167938931295,0.1342281879194631,0.19861830742659758,0.1962025316455696,0.22632226322263224,0.22187500000000002,0.19863013698630136,0.1415929203539823,0.046948356807511735,0.2639623750734862,0.22811344019728733,0.03622047244094488,0.03776978417266187,0.22534116398203363,0.8779541446208112,0.7800586510263929
2636,Immanuel,Quickley,0.36514161220043573,0.35207823960880197,0.40458015267175573,0.10067114093959732,0.3333333333333333,0.28227848101265823,0.3505535055350554,0.5,0.3561643835616438,0.2772861356932153,0.018779342723004695,0.41857730746619637,0.32675709001233044,0.3228346456692913,0.32553956834532377,0.12640513495038808,0.8107997265892002,0.6792452830188679
2638,Paul,Reed,0.05533769063180828,0.012224938875305624,0.015267175572519083,0.26174496644295303,0.10189982728842834,0.17341772151898735,0.022140221402214024,0.271875,0.33561643835616434,0.05604719764011799,0.1267605633802817,0.06349206349206349,0.07521578298397041,0.050393700787401574,0.030575539568345324,0.5278840779954669,0.3134920634920635,0.625
2644,Jalen,Smith,0.18431372549019606,0.10024449877750612,0.12595419847328243,0.3724832214765101,0.32124352331606215,0.3759493670886076,0.014760147601476013,0.25625,0.10273972602739725,0.10324483775811209,0.20187793427230047,0.18988830099941212,0.19482120838471023,0.1700787401574803,0.14928057553956833,0.3911988709458666,0.6322278911564625,0.6212121212121212
2647,Lamar,Stevens,0.14684095860566448,0.044009779951100246,0.0648854961832061,0.15771812080536912,0.16753022452504318,0.18227848101265823,0.04551045510455104,0.29375,0.2054794520547945,0.10324483775811209,0.09389671361502347,0.17401528512639625,0.17016029593094945,0.13700787401574804,0.10791366906474821,0.3470807518639084,0.5111459968602827,0.5294117647058824
2648,Isaiah,Stewart,0.23485838779956425,0.039119804400977995,0.047709923664122134,0.761744966442953,0.6563039723661486,0.7683544303797469,0.08733087330873308,0.640625,0.136986301369863,0.2300884955752212,0.40375586854460094,0.26690182245737804,0.2872996300863132,0.1653543307086614,0.13309352517985612,0.4375167553661571,0.5314110965487113,0.64
2650,Jae'Sean,Tate,0.3712418300653595,0.15403422982885084,0.1946564885496183,0.4429530201342282,0.4421416234887738,0.4911392405063291,0.2607626076260763,0.865625,0.4863013698630137,0.3805309734513274,0.20187793427230047,0.4027042915931805,0.41676942046855736,0.28976377952755905,0.23381294964028776,0.3925321165956045,0.5267477203647415,0.6176470588235294
2656,Xavier,Tillman,0.10152505446623095,0.03178484107579462,0.059160305343511445,0.2751677852348993,0.16062176165803108,0.22151898734177217,0.08118081180811808,0.209375,0.41780821917808214,0.11504424778761062,0.09389671361502347,0.12404467960023516,0.11713933415536376,0.12125984251968502,0.08453237410071943,0.32593548169778586,0.38977072310405636,0.41935483870967744
2658,Obi,Toppin,0.26666666666666666,0.13691931540342298,0.17557251908396945,0.24496644295302014,0.3229706390328152,0.3291139240506329,0.08733087330873308,0.29375,0.1917808219178082,0.15339233038348082,0.1784037558685446,0.2698412698412698,0.29469790382244143,0.1984251968503937,0.17086330935251798,0.4531943922720997,0.6071062271062271,0.6086956521739131
2661,Devin,Vassell,0.37298474945533766,0.3643031784841076,0.3893129770992366,0.16442953020134227,0.4231433506044905,0.3721518987341772,0.15990159901599016,0.4375,0.5342465753424657,0.16814159292035397,0.2112676056338028,0.44620811287477957,0.3921085080147966,0.16377952755905512,0.15827338129496402,0.227776570310802,0.7559082892416227,0.7303921568627451
2664,Patrick,Williams,0.05795206971677559,0.05867970660146699,0.05057251908396947,0.06711409395973154,0.06390328151986183,0.07215189873417721,0.009840098400984008,0.084375,0.0958904109589041,0.035398230088495575,0.06103286384976526,0.05584950029394474,0.05672009864364981,0.07559055118110236,0.061151079136690656,0.4081805498103498,0.5564102564102562,0.9056603773584906
2668,Naji,Marshall,0.13856209150326798,0.05623471882640587,0.11545801526717557,0.15436241610738255,0.1934369602763385,0.2,0.09594095940959409,0.228125,0.2671232876712329,0.15634218289085544,0.051643192488262914,0.16813639035861258,0.13686806411837238,0.18110236220472442,0.1618705035971223,0.19435740910809784,0.6538615446178471,0.38016528925619836
2789,Scottie,Barnes,0.5006535947712418,0.1466992665036675,0.2032442748091603,0.6912751677852349,0.6373056994818653,0.7278481012658229,0.3542435424354244,0.634375,0.595890410958904,0.41297935103244837,0.29107981220657275,0.5649617871840094,0.5758323057953144,0.36850393700787404,0.30935251798561153,0.37373034137917893,0.5707883153261304,0.5633802816901409
2792,Brandon,Boston Jr.,0.1420479302832244,0.097799511002445,0.125,0.057046979865771806,0.11398963730569947,0.10506329113924051,0.06027060270602706,0.11250000000000002,0.17123287671232876,0.09144542772861357,0.07042253521126761,0.18988830099941212,0.14303329223181258,0.13543307086614173,0.1276978417266187,0.13046601856901352,0.7253968253968255,0.6106870229007634
